order_id,Club Name,First Order Date,Latest Ship Date,Total Products Ordered,Time to ship,,
471974,Rush Idaho,2023-01-16,2023-01-26,3,10,,
472000,Rush Iowa,2023-01-16,2023-01-20,3,4,,
472024,Rush Idaho,2023-01-16,2023-01-23,2,7,,
472033,Rush Hawaii,2023-01-17,2023-01-25,7,8,,
472034,Rush Minnesota,2023-01-17,2023-01-21,3,4,,
472039,Rush Idaho,2023-01-17,2023-01-21,4,4,,
472043,Rush Chicago Oswego,2023-01-17,2023-01-21,5,4,,
472048,Rush Florida,2023-01-17,2023-02-10,3,24,,
472055,Rush Cajun Lafayette,2023-01-17,2023-01-24,9,7,,
472057,Rush Tennessee Lobos,2023-01-17,2023-01-23,8,6,,
472071,Rush Iowa,2023-01-17,2023-01-27,4,10,,
472075,Rush Chicago South,2023-01-17,2023-01-24,1,7,,
472083,Rush Iowa,2023-01-17,2023-01-24,5,7,,
472088,Rush National Soccer,2023-01-17,2023-02-07,2,21,,
472101,Rush Florida,2023-01-17,2023-01-24,4,7,,
472111,Rush Kansas,2023-01-17,2023-01-21,15,4,,
472118,Rush Twin Cities,2023-01-17,2023-01-24,8,7,,
472121,Rush Iowa,2023-01-17,2023-02-10,4,24,,
472125,Rush Cedar Stars Houston,2023-01-17,2023-01-24,6,7,,
472141,Rush Chicago South,2023-01-17,2023-01-23,1,6,,
472144,Rush Maryland,2023-01-17,2023-01-21,4,4,,
472151,Rush Kansas,2023-01-17,2023-02-13,5,27,,
472166,Rush United Fc,2023-01-17,2023-01-20,6,3,,
472171,Rush Union Georgia,2023-01-17,2023-01-20,4,3,,
472175,Rush Missouri,2023-01-17,2023-01-24,6,7,,
472209,Rush Flatirons,2023-01-17,2023-02-13,4,27,,
472211,Rush Florida,2023-01-17,2023-02-10,4,24,,
472221,Rush Florida,2023-01-17,2023-02-10,3,24,,
472226,Rush Florida,2023-01-17,2023-02-13,4,27,,
472239,Rush Florida,2023-01-17,2023-01-21,4,4,,
472240,Rush Coastal Bayside,2023-01-17,2023-01-23,4,6,,
472243,Rush Iowa,2023-01-17,2023-01-21,4,4,,
472245,Rush Iowa,2023-01-17,2023-01-23,4,6,,
472247,Rush Flatirons,2023-01-17,2023-02-10,2,24,,
472258,Rush Tennessee Lobos,2023-01-17,2023-01-25,4,8,,
472281,Rush Mississippi,2023-01-17,2023-01-21,2,4,,
472304,Rush Missouri,2023-01-17,2023-01-26,6,9,,
472325,Rush Florida,2023-01-18,2023-01-24,3,6,,
472326,Rush Tennessee Lobos,2023-01-18,2023-01-23,4,5,,
472340,Rush Coastal Bayside,2023-01-18,2023-01-23,9,5,,
472355,Rush Florida,2023-01-18,2023-01-23,6,5,,
472356,Rush United Fc,2023-01-18,2023-01-21,2,3,,
472370,Rush Union Georgia,2023-01-18,2023-01-21,1,3,,
472374,Rush Florida,2023-01-18,2023-02-10,2,23,,
472384,Rush Florida,2023-01-18,2023-01-21,4,3,,
472395,Rush Florida,2023-01-18,2023-01-21,4,3,,
472399,Rush Pennsylvania,2023-01-18,2023-01-20,2,2,,
472403,Rush Virginia,2023-01-18,2023-01-21,2,3,,
472405,Rush Florida,2023-01-18,2023-01-21,4,3,,
472413,Rush Cajun Lafayette,2023-01-18,2023-01-23,9,5,,
472431,Rush Fremont,2023-01-18,2023-01-21,2,3,,
472435,Rush Fremont,2023-01-18,2023-01-21,2,3,,
472443,Rush Tennessee Lobos,2023-01-18,2023-01-21,10,3,,
472457,Rush Ny Syracuse,2023-01-18,2023-01-21,2,3,,
472458,Rush Bellevue,2023-01-18,2023-02-09,6,22,,
472461,Rush Pensacola Fc,2023-01-18,2023-01-23,7,5,,
472481,Rush Minnesota,2023-01-18,2023-01-23,5,5,,
472504,Rush Ny Buffalo,2023-01-18,2023-01-21,1,3,,
472512,Rush Columbia Missouri,2023-01-18,2023-01-21,4,3,,
472516,Rush Coastal Perdido,2023-01-18,2023-01-25,4,7,,
472523,Rush Southwest Missouri,2023-01-18,2023-01-20,6,2,,
472530,Rush Idaho,2023-01-18,2023-01-21,4,3,,
472546,Rush Florida,2023-01-18,2023-01-24,13,6,,
472549,Rush Virginia,2023-01-18,2023-01-21,1,3,,
472553,Rush Iowa,2023-01-18,2023-02-02,5,15,,
472559,Rush Hillsboro,2023-01-18,2023-01-24,1,6,,
472566,Rush Mountain,2023-01-18,2023-01-21,4,3,,
472569,Rush Missouri,2023-01-18,2023-01-23,2,5,,
472594,Rush Pennsylvania,2023-01-18,2023-02-23,9,36,,
472597,Rush Virginia,2023-01-18,2023-01-20,1,2,,
472603,Rush Southwest Missouri,2023-01-19,2023-01-23,18,4,,
472610,Rush North Denver,2023-01-19,2023-01-23,9,4,,
472616,Rush Maryland,2023-01-19,2023-01-20,3,1,,
472626,Rush Colorado,2023-01-19,2023-02-10,3,22,,
472628,Rush Michigan Northville,2023-01-19,2023-01-24,8,5,,
472630,Rush Michigan Northville,2023-01-19,2023-01-20,2,1,,
472635,Rush Pensacola Fc,2023-01-19,2023-02-09,2,21,,
472644,Rush Colorado,2023-01-19,2023-01-21,2,2,,
472646,Rush Pensacola Fc,2023-01-19,2023-02-09,5,21,,
472653,Rush Pensacola Fc,2023-01-19,2023-01-24,3,5,,
472659,Rush Pensacola Fc,2023-01-19,2023-02-01,5,13,,
472660,Rush Pensacola Fc,2023-01-19,2023-01-20,1,1,,
472678,Rush Chicago South,2023-01-19,2023-01-24,5,5,,
472679,Rush Columbia Missouri,2023-01-19,2023-02-13,3,25,,
472681,Rush North Carolina,2023-01-19,2023-01-20,2,1,,
472708,Rush Ny Syracuse,2023-01-19,2023-01-23,9,4,,
472737,Rush Missouri,2023-01-19,2023-01-25,12,6,,
472738,Rush Ct East Shoreline,2023-01-19,2023-02-09,16,21,,
472742,Rush Gateway,2023-01-19,2023-01-21,3,2,,
472746,Rush Gateway,2023-01-19,2023-01-21,3,2,,
472747,Rush Missouri,2023-01-19,2023-01-20,2,1,,
472768,Rush Union Georgia,2023-01-19,2023-01-23,8,4,,
472769,Rush West Texas,2023-01-19,2023-02-15,4,27,,
472770,Rush Hawaii,2023-01-19,2023-01-25,7,6,,
472774,Rush Hawaii,2023-01-19,2023-01-26,3,7,,
472776,Rush Missouri,2023-01-19,2023-02-06,15,18,,
472782,Rush Coaches,2023-01-19,2023-02-13,1,25,,
472790,Rush Hawaii,2023-01-19,2023-02-09,6,21,,
472791,Rush Virginia,2023-01-19,2023-01-30,2,11,,
472826,Rush Kansas,2023-01-19,2023-01-26,4,7,,
472829,Rush Tennessee Lobos,2023-01-19,2023-02-06,4,18,,
472838,Rush Wisconsin West,2023-01-19,2023-02-01,1,13,,
472857,Rush Union Georgia,2023-01-19,2023-02-09,12,21,,
472864,Rush Cajun Lafayette,2023-01-19,2023-01-26,5,7,,
472882,Rush Tennessee Lobos,2023-01-19,2023-02-03,4,15,,
472883,Rush Florida,2023-01-19,2023-01-26,4,7,,
472897,Rush Mountain,2023-01-19,2023-01-24,8,5,,
472906,Rush Ct East Shoreline,2023-01-19,2023-02-10,12,22,,
472915,Rush Southwest Missouri,2023-01-19,2023-02-22,12,34,,
472918,Rush Gateway,2023-01-19,2023-01-26,3,7,,
472933,Rush Coastal Bayside,2023-01-19,2023-02-07,5,19,,
472935,Rush California,2023-01-19,2023-02-23,17,35,,
472962,Rush Ny Albany,2023-01-19,2023-01-27,14,8,,
472982,Rush Coastal Perdido,2023-01-20,2023-02-10,2,21,,
472985,Rush Idaho,2023-01-20,2023-02-15,8,26,,
472990,Rush Pikes Peak,2023-01-20,2023-02-07,8,18,,
472993,Rush Fremont,2023-01-20,2023-02-03,3,14,,
473000,Rush Florida,2023-01-20,2023-02-01,1,12,,
473005,Rush Bluffton,2023-01-20,2023-01-24,3,4,,
473006,Rush Florida,2023-01-20,2023-01-25,4,5,,
473007,Rush Union Georgia,2023-01-20,2023-02-01,2,12,,
473021,Rush Michigan Lansing,2023-01-20,2023-01-26,9,6,,
473029,Rush Maryland Montgomery,2023-01-20,2023-01-27,1,7,,
473040,Rush Coastal Perdido,2023-01-20,2023-01-27,3,7,,
473057,Rush Idaho,2023-01-20,2023-02-07,5,18,,
473060,Rush Gateway,2023-01-20,2023-02-17,2,28,,
473062,Rush Ny Syracuse,2023-01-20,2023-02-07,10,18,,
473069,Rush Tennessee Lobos,2023-01-20,2023-01-25,6,5,,
473071,Rush Pensacola Fc,2023-01-20,2023-02-09,2,20,,
473075,Rush Ct West Stateline,2023-01-20,2023-02-23,10,34,,
473078,Rush Ct West Stateline,2023-01-20,2023-01-26,5,6,,
473081,Rush Pensacola Fc,2023-01-20,2023-02-01,1,12,,
473085,Rush Missouri,2023-01-20,2023-02-07,6,18,,
473090,Rush Tennessee Lobos,2023-01-20,2023-01-26,5,6,,
473093,Rush Ny Syracuse,2023-01-20,2023-01-25,15,5,,
473100,Rush Hawaii,2023-01-20,2023-06-15,9,146,,
473104,Rush Mississippi,2023-01-20,2023-02-01,1,12,,
473112,Rush Florida,2023-01-20,2023-02-06,3,17,,
473122,Rush National Soccer,2023-01-20,2023-02-22,3,33,,
473125,Rush Virginia,2023-01-20,2023-02-10,3,21,,
473138,Rush Coaches,2023-01-20,2023-02-09,2,20,,
473145,Rush Colorado,2023-01-20,2023-02-01,10,12,,
473150,Rush Tennessee Lobos,2023-01-20,2023-01-25,4,5,,
473170,Rush New Mexico,2023-01-20,2023-02-15,4,26,,
473185,Rush Ny Syracuse,2023-01-20,2023-02-03,1,14,,
473186,Rush Southwest Missouri,2023-01-20,2023-01-24,1,4,,
473234,Rush Mississippi,2023-01-20,2023-02-03,2,14,,
473235,Rush Southwest Missouri,2023-01-20,2023-01-30,2,10,,
473239,Rush Tennessee Lobos,2023-01-20,2023-01-27,4,7,,
473240,Rush Pennsylvania,2023-01-20,2023-02-03,1,14,,
473242,Rush Ct East Shoreline,2023-01-20,2023-02-03,2,14,,
473253,Rush Kentucky Hardin,2023-01-20,2023-02-23,6,34,,
473255,Rush Alaska,2023-01-20,2023-02-03,3,14,,
473258,Rush Hawaii,2023-01-20,2023-02-09,4,20,,
473264,Rush Missouri,2023-01-20,2023-01-26,11,6,,
473265,Rush Virginia,2023-01-20,2023-01-24,4,4,,
473276,Rush Iowa,2023-01-20,2023-01-24,4,4,,
473278,Rush Hawaii,2023-01-21,2023-01-25,1,4,,
473298,Rush Ny Albany,2023-01-21,2023-01-26,12,5,,
473300,Rush Ny Albany,2023-01-21,2023-02-08,12,18,,
473302,Rush Flatirons,2023-01-21,2023-01-26,4,5,,
473303,Rush New Mexico,2023-01-21,2023-02-01,2,11,,
473304,Rush Southern Maryland,2023-01-21,2023-02-07,44,17,,
473307,Rush Southern Maryland,2023-01-21,2023-01-26,5,5,,
473315,Rush Hawaii,2023-01-21,2023-01-25,6,4,,
473336,Rush Florida,2023-01-21,2023-02-14,9,24,,
473339,Rush Gateway,2023-01-21,2023-02-07,5,17,,
473342,Rush Gateway,2023-01-21,2023-02-01,1,11,,
473358,Rush Maryland Montgomery,2023-01-21,2023-01-26,2,5,,
473373,Rush Hawaii,2023-01-21,2023-01-25,9,4,,
473381,Rush Quad Cities,2023-01-21,2023-02-20,11,30,,
473389,Rush Missouri,2023-01-21,2023-02-10,1,20,,
473428,Rush Mississippi,2023-01-21,2023-02-03,3,13,,
473430,Rush Hawaii,2023-01-21,2023-02-01,2,11,,
473435,Rush California,2023-01-21,2023-02-08,5,18,,
473436,Rush Idaho,2023-01-21,2023-02-10,4,20,,
473443,Rush Gateway,2023-01-21,2023-01-26,1,5,,
473453,Rush Florida,2023-01-21,2023-02-10,6,20,,
473459,Rush Idaho,2023-01-21,2023-02-03,4,13,,
473460,Rush Missouri,2023-01-21,2023-02-10,1,20,,
473462,Rush Quad Cities,2023-01-21,2023-01-27,8,6,,
473463,Rush Coastal Bayside,2023-01-21,2023-02-06,1,16,,
473474,Rush Virginia,2023-01-21,2023-02-10,4,20,,
473478,Rush Alaska,2023-01-21,2023-01-26,4,5,,
473483,Rush Ny Rochester,2023-01-21,2023-02-10,5,20,,
473527,Rush Twin Cities,2023-01-22,2023-02-03,4,12,,
473540,Rush Idaho,2023-01-22,2023-02-02,3,11,,
473553,Rush Ct West Stateline,2023-01-22,2023-02-23,8,32,,
473565,Rush Coastal Perdido,2023-01-22,2023-02-03,2,12,,
473566,Rush Gateway,2023-01-22,2023-02-10,4,19,,
473570,Rush Idaho,2023-01-22,2023-01-26,5,4,,
473572,Rush United Fc,2023-01-22,2023-02-03,6,12,,
473576,Rush Iowa,2023-01-22,2023-02-20,1,29,,
473577,Rush Missouri,2023-01-22,2023-01-27,8,5,,
473578,Rush United Fc,2023-01-22,2023-02-08,7,17,,
473579,Rush Florida,2023-01-22,2023-02-10,6,19,,
473591,Rush Tennessee Lobos,2023-01-22,2023-02-03,3,12,,
473606,Rush Twin Cities,2023-01-22,2023-02-01,2,10,,
473607,Rush National Soccer,2023-01-22,2023-01-26,3,4,,
473609,Rush Ct West Stateline,2023-01-22,2023-02-01,4,10,,
473613,Rush Coastal Perdido,2023-01-22,2023-02-03,1,12,,
473627,Rush Missouri,2023-01-22,2023-02-03,1,12,,
473647,Rush Ct West Stateline,2023-01-22,2023-02-01,2,10,,
473655,Rush Union Georgia,2023-01-22,2023-02-06,2,15,,
473673,Rush Tennessee Lobos,2023-01-22,2023-02-10,4,19,,
473676,Rush Tennessee Lobos,2023-01-22,2023-02-03,3,12,,
473687,Rush San Jose,2023-01-22,2023-02-03,2,12,,
473688,Rush Alaska,2023-01-22,2023-02-01,1,10,,
473692,Rush Ct East Shoreline,2023-01-22,2023-02-23,9,32,,
473711,Rush San Jose,2023-01-22,2023-03-03,1,40,,
473712,Rush Chicago North,2023-01-22,2023-02-04,2,13,,
473719,Rush Minnesota,2023-01-22,2023-02-20,3,29,,
473742,Rush Chicago North,2023-01-22,2023-02-01,1,10,,
473756,Rush Tennessee Lobos,2023-01-22,2023-02-10,5,19,,
473765,Rush Colorado,2023-01-22,2023-02-03,1,12,,
473773,Rush Union Georgia,2023-01-23,2023-01-27,7,4,,
473792,Rush Ct East Shoreline,2023-01-23,2023-02-08,6,16,,
473795,Rush Ac Delray,2023-01-23,2023-02-01,2,9,,
473802,Rush Ny Buffalo,2023-01-23,2023-01-27,5,4,,
473804,Rush Twin Cities,2023-01-23,2023-01-27,4,4,,
473809,Rush Tennessee Lobos,2023-01-23,2023-01-30,4,7,,
473811,Rush Missouri,2023-01-23,2023-02-03,4,11,,
473823,Rush Mississippi,2023-01-23,2023-02-03,2,11,,
473827,Rush Southwest Missouri,2023-01-23,2023-02-23,7,31,,
473832,Rush Minnesota,2023-01-23,2023-02-03,4,11,,
473836,Rush Chicago North,2023-01-23,2023-02-06,1,14,,
473841,Rush Ac Delray,2023-01-23,2023-02-06,6,14,,
473860,Rush Florida,2023-01-23,2023-01-27,8,4,,
473869,Rush New Mexico,2023-01-23,2023-02-01,1,9,,
473873,Rush Wisconsin,2023-01-23,2023-02-09,3,17,,
473874,Rush Quad Cities,2023-01-23,2023-01-24,1,1,,
473883,Rush Tennessee Lobos,2023-01-23,2023-01-27,6,4,,
473909,Rush Cajun Lafayette,2023-01-23,2023-02-03,2,11,,
473921,Rush Flatirons,2023-01-23,2023-02-06,2,14,,
473933,Rush Florida,2023-01-23,2023-02-03,4,11,,
473937,Rush Southern Maryland,2023-01-23,2023-02-09,5,17,,
473946,Rush Iowa,2023-01-23,2023-02-01,3,9,,
473965,Rush Ct East Shoreline,2023-01-23,2023-01-27,9,4,,
473984,Rush Union Georgia,2023-01-23,2023-01-26,8,3,,
473992,Rush Ct East Shoreline,2023-01-23,2023-02-01,2,9,,
473996,Rush Virginia,2023-01-23,2023-01-27,1,4,,
474007,Rush New Mexico,2023-01-23,2023-02-20,7,28,,
474009,Rush Michigan Lansing,2023-01-23,2023-02-03,1,11,,
474012,Rush Florida,2023-01-23,2023-01-30,4,7,,
474013,Rush Iowa,2023-01-23,2023-02-03,4,11,,
474050,Rush Florida,2023-01-23,2023-01-27,4,4,,
474054,Rush Florida,2023-01-23,2023-02-06,4,14,,
474067,Rush Union Georgia,2023-01-23,2023-01-27,4,4,,
474083,Rush Florida,2023-01-23,2023-02-06,13,14,,
474087,Rush Florida,2023-01-24,2023-02-01,6,8,,
474091,Rush United Fc,2023-01-24,2023-02-09,7,16,,
474093,Rush Virginia,2023-01-24,2023-01-27,4,3,,
474107,Rush Missouri,2023-01-24,2023-03-03,3,38,,
474117,Rush Coastal Bayside,2023-01-24,2023-02-03,2,10,,
474120,Rush Kansas Wichita,2023-01-24,2023-02-09,12,16,,
474148,Rush Colorado,2023-01-24,2023-03-10,1,45,,
474152,Rush Michigan Lansing,2023-01-24,2023-02-23,5,30,,
474159,Rush Florida,2023-01-24,2023-01-30,3,6,,
474168,Rush Southwest Missouri,2023-01-24,2023-02-23,12,30,,
474170,Rush Wisconsin South East,2023-01-24,2023-02-09,8,16,,
474179,Rush Hawaii,2023-01-24,2023-02-06,3,13,,
474180,Rush Hawaii,2023-01-24,2023-01-27,6,3,,
474189,Rush Wisconsin West,2023-01-24,2023-02-10,6,17,,
474192,Rush Missouri,2023-01-24,2023-01-26,5,2,,
474194,Rush Kansas,2023-01-24,2023-01-31,6,7,,
474241,Rush United Fc,2023-01-24,2023-02-08,7,15,,
474248,Rush Minnesota,2023-01-24,2023-02-06,3,13,,
474258,Rush North Carolina,2023-01-24,2023-02-23,6,30,,
474268,Rush Coastal Perdido,2023-01-24,2023-02-23,4,30,,
474270,Rush Coastal Bayside,2023-01-24,2023-02-06,1,13,,
474273,Rush Union Georgia,2023-01-24,2023-02-15,4,22,,
474277,Rush Hawaii,2023-01-24,2023-02-07,7,14,,
474280,Rush New Mexico,2023-01-24,2023-02-01,2,8,,
474283,Rush Idaho,2023-01-24,2023-03-03,5,38,,
474293,Rush Hawaii,2023-01-24,2023-02-06,7,13,,
474309,Rush National Soccer,2023-01-24,2023-02-02,1,9,,
474312,Rush Union Georgia,2023-01-24,2023-02-02,14,9,,
474315,Rush United Fc,2023-01-24,2023-02-07,8,14,,
474317,Rush Union Georgia,2023-01-24,2023-02-07,5,14,,
474321,Rush Tennessee Lobos,2023-01-24,2023-02-01,2,8,,
474338,Rush Pensacola Fc,2023-01-24,2023-02-06,1,13,,
474351,Rush Idaho,2023-01-24,2023-01-30,5,6,,
474359,Rush Union Georgia,2023-01-24,2023-02-08,4,15,,
474377,Rush Pikes Peak,2023-01-24,2023-02-22,12,29,,
474379,Rush Twin Cities,2023-01-24,2023-02-07,3,14,,
474380,Rush Cajun Lafayette,2023-01-24,2023-03-03,9,38,,
474388,Rush Florida,2023-01-24,2023-01-27,3,3,,
474389,Rush Flatirons,2023-01-24,2023-02-10,4,17,,
474391,Rush Florida,2023-01-24,2023-01-27,3,3,,
474397,Rush Idaho,2023-01-24,2023-02-09,1,16,,
474403,Rush Mountain,2023-01-24,2023-02-07,2,14,,
474410,Rush Ct West Stateline,2023-01-24,2023-03-03,2,38,,
474412,Rush Ct West Elite,2023-01-24,2023-02-01,1,8,,
474415,Rush Ac Delray,2023-01-24,2023-03-06,7,41,,
474417,Rush Colorado,2023-01-24,2023-03-07,1,42,,
474420,Rush Tennessee Lobos,2023-01-24,2023-01-27,3,3,,
474423,Rush Hawaii,2023-01-24,2023-01-27,1,3,,
474426,Rush Tennessee Lobos,2023-01-24,2023-02-06,2,13,,
474452,Rush Pennsylvania,2023-01-24,2023-03-06,12,41,,
474454,Rush Colorado,2023-01-24,2023-02-06,2,13,,
474457,Rush Union Georgia,2023-01-24,2023-01-27,4,3,,
474458,Rush Union Georgia,2023-01-24,2023-01-27,4,3,,
474463,Rush Florida,2023-01-24,2023-02-23,13,30,,
474469,Rush Wisconsin West,2023-01-24,2023-02-01,8,8,,
474482,Rush Union Georgia,2023-01-24,2023-01-27,4,3,,
474496,Rush Missouri,2023-01-24,2023-02-01,4,8,,
474511,Rush Florida,2023-01-25,2023-02-13,16,19,,
474512,Rush Tennessee Lobos,2023-01-25,2023-02-20,7,26,,
474526,Rush Colorado,2023-01-25,2023-02-02,1,8,,
474534,Rush Florida,2023-01-25,2023-01-27,6,2,,
474535,Rush Palm Beach,2023-01-25,2023-02-03,12,9,,
474541,Rush Psd,2023-01-25,2023-02-08,2,14,,
474542,Rush Florida,2023-01-25,2023-01-27,4,2,,
474550,Rush Southwest Missouri,2023-01-25,2023-02-06,7,12,,
474551,Rush Missouri,2023-01-25,2023-02-08,3,14,,
474553,Rush Kansas Wichita,2023-01-25,2023-02-07,4,13,,
474555,Rush Coastal Perdido,2023-01-25,2023-02-10,4,16,,
474557,Rush California,2023-01-25,2023-02-01,1,7,,
474558,Rush Missouri,2023-01-25,2023-02-02,2,8,,
474559,Rush Union Georgia,2023-01-25,2023-01-27,4,2,,
474561,Rush Coastal Bayside,2023-01-25,2023-02-07,2,13,,
474562,Rush Ny Syracuse,2023-01-24,2023-04-25,1,91,,
474567,Rush Union Georgia,2023-01-25,2023-02-06,4,12,,
474570,Rush Florida,2023-01-25,2023-02-13,6,19,,
474575,Rush Iowa,2023-01-25,2023-02-02,2,8,,
474577,Rush Minnesota,2023-01-25,2023-02-06,2,12,,
474580,Rush Chicago Oswego,2023-01-25,2023-03-02,2,36,,
474583,Rush Missouri,2023-01-25,2023-02-02,7,8,,
474586,Rush Union Georgia,2023-01-25,2023-02-01,4,7,,
474592,Rush Union Georgia,2023-01-25,2023-02-01,2,7,,
474594,Rush Tennessee Lobos,2023-01-25,2023-03-06,1,40,,
474596,Rush Coastal Perdido,2023-01-25,2023-02-06,3,12,,
474605,Rush Missouri,2023-01-25,2023-02-07,4,13,,
474607,Rush North Carolina,2023-01-25,2023-02-02,2,8,,
474608,Rush Ny Syracuse,2023-01-25,2023-02-02,3,8,,
474612,Rush Pennsylvania,2023-01-25,2023-02-10,1,16,,
474617,Rush Coastal Perdido,2023-01-25,2023-02-06,4,12,,
474619,Rush Union Georgia,2023-01-25,2023-01-27,5,2,,
474623,Rush Gateway,2023-01-25,2023-02-01,1,7,,
474625,Rush Washington,2023-01-25,2023-03-03,1,37,,
474636,Rush Fremont,2023-01-25,2023-02-07,3,13,,
474637,Rush Bellevue,2023-01-25,2023-03-02,4,36,,
474638,Rush Bellevue,2023-01-25,2023-02-02,6,8,,
474641,Rush Colorado,2023-01-25,2023-02-03,1,9,,
474647,Rush Bellevue,2023-01-25,2023-02-02,3,8,,
474649,Rush Southwest Missouri,2023-01-25,2023-02-13,1,19,,
474652,Rush Kansas,2023-01-25,2023-02-15,5,21,,
474655,Rush Colorado,2023-01-25,2023-02-02,4,8,,
474659,Rush Washington,2023-01-25,2023-02-15,14,21,,
474665,Rush Bellevue,2023-01-25,2023-02-02,2,8,,
474669,Rush Missouri,2023-01-25,2023-02-23,13,29,,
474675,Rush West Texas,2023-01-25,2023-02-07,4,13,,
474677,Rush California,2023-01-25,2023-02-03,5,9,,
474679,Rush Bellevue,2023-01-25,2023-02-14,4,20,,
474682,Rush Hawaii,2023-01-25,2023-02-02,2,8,,
474704,Rush Coastal Perdido,2023-01-25,2023-02-02,4,8,,
474709,Rush Coastal Perdido,2023-01-25,2023-02-06,2,12,,
474711,Rush Michigan Lansing,2023-01-25,2023-02-15,7,21,,
474713,Rush Missouri,2023-01-25,2023-03-03,2,37,,
474716,Rush Missouri,2023-01-25,2023-02-09,1,15,,
474721,Rush Southwest Missouri,2023-01-25,2023-02-03,4,9,,
474723,Rush Missouri,2023-01-25,2023-03-02,2,36,,
474727,Rush Northern Colorado,2023-01-25,2023-02-02,10,8,,
474729,Rush Vsa,2023-01-25,2023-02-02,6,8,,
474730,Rush Missouri,2023-01-25,2023-02-07,2,13,,
474733,Rush Missouri,2023-01-25,2023-02-02,12,8,,
474736,Rush Northern Colorado,2023-01-25,2023-03-03,3,37,,
474739,Rush Atletico Nv,2023-01-25,2023-02-10,4,16,,
474740,Rush California,2023-01-25,2023-02-02,12,8,,
474741,Rush Columbia Missouri,2023-01-25,2023-02-01,2,7,,
474750,Rush Southwest Missouri,2023-01-25,2023-02-07,4,13,,
474751,Rush Ct West Elite,2023-01-25,2023-02-01,4,7,,
474755,Rush Colorado,2023-01-25,2023-02-03,1,9,,
474756,Rush Coastal Perdido,2023-01-25,2023-03-02,2,36,,
474761,Rush Ny Syracuse,2023-01-25,2023-02-03,2,9,,
474762,Rush Missouri,2023-01-25,2023-02-13,1,19,,
474771,Rush Union Georgia,2023-01-25,2023-02-02,2,8,,
474772,Rush Missouri,2023-01-25,2023-02-10,7,16,,
474784,Rush Coastal Bayside,2023-01-25,2023-02-10,1,16,,
474787,Rush Missouri,2023-01-25,2023-02-07,2,13,,
474790,Rush Ny Albany,2023-01-25,2023-02-27,10,33,,
474800,Rush Pikes Peak,2023-01-25,2023-02-23,14,29,,
474801,Rush Hillsboro,2023-01-25,2023-02-01,1,7,,
474809,Rush Southwest Missouri,2023-01-25,2023-02-03,4,9,,
474810,Rush Ny Syracuse,2023-01-25,2023-02-08,3,14,,
474811,Rush Mountain,2023-01-25,2023-02-14,2,20,,
474812,Rush Iowa,2023-01-25,2023-01-30,3,5,,
474816,Rush Minnesota,2023-01-25,2023-03-17,1,51,,
474818,Rush West Texas,2023-01-25,2023-02-03,2,9,,
474819,Rush West Texas,2023-01-25,2023-02-03,2,9,,
474825,Rush Minnesota,2023-01-25,2023-01-30,13,5,,
474828,Rush Virginia,2023-01-25,2023-01-30,4,5,,
474830,Rush Minnesota,2023-01-25,2023-02-03,7,9,,
474831,Rush New Mexico,2023-01-25,2023-02-02,2,8,,
474837,Rush Southern Maryland,2023-01-25,2023-01-27,5,2,,
474841,Rush Missouri,2023-01-25,2023-03-02,7,36,,
474843,Rush Minnesota,2023-01-25,2023-02-03,2,9,,
474844,Rush Virginia,2023-01-25,2023-02-27,6,33,,
474845,Rush Union Georgia,2023-01-25,2023-02-07,4,13,,
474846,Rush Cajun Lafayette,2023-01-25,2023-02-06,2,12,,
474855,Rush Virginia,2023-01-25,2023-01-27,2,2,,
474856,Rush Union Georgia,2023-01-25,2023-02-08,4,14,,
474858,Rush Missouri,2023-01-25,2023-02-02,1,8,,
474862,Rush Bellevue,2023-01-25,2023-02-07,3,13,,
474863,Rush Minnesota,2023-01-25,2023-02-02,5,8,,
474865,Rush Florida,2023-01-25,2023-01-30,4,5,,
474867,Rush New Mexico,2023-01-25,2023-03-03,6,37,,
474870,Rush United Fc,2023-01-25,2023-02-07,6,13,,
474877,Rush Iowa,2023-01-25,2023-02-02,8,8,,
474883,Rush Minnesota,2023-01-25,2023-02-02,7,8,,
474884,Rush Fremont,2023-01-25,2023-03-17,1,51,,
474892,Rush Chicago Oswego,2023-01-25,2023-02-02,1,8,,
474903,Rush Ac Delray,2023-01-25,2023-02-02,2,8,,
474904,Rush Iowa,2023-01-25,2023-03-06,5,40,,
474909,Rush Florida,2023-01-25,2023-02-08,4,14,,
474919,Rush Ny Buffalo,2023-01-26,2023-03-03,8,36,,
474920,Rush Gateway,2023-01-26,2023-02-07,1,12,,
474927,Rush Union Georgia,2023-01-26,2023-03-03,5,36,,
474932,Rush Iowa,2023-01-26,2023-02-27,3,32,,
474935,Rush Coastal Perdido,2023-01-26,2023-03-03,2,36,,
